Id,Text,IsRetweet,IsSelfMentioned,Retweets#,Favorites#,Hashtags#,Medias#,Mentions#,SenderId,SenderAccountYears,SenderFavorites#,SenderFollowings#,SenderFollowers#,SenderStatues#,SenderLocation,Emojis#,Punctuations#,UpperCaseLetter#,Letter#,Symbols#,Words#,TWords#,UWords#,SlangWords#,AvgWordLength,IsCyberbullying
1155540527217029121,"geldin düşler bıraktın pencereme geldin gülüşler bıraktın sonra korktun gittin",False,False,58,533,0,0,0,733682816211357696,3,71512,3431,34457,261,türkiye,0,14,4,69,0,10,4,0,0,6,False
1155545106885353472,"iban at hayallerimi yollayayım harcarsın",False,False,14,171,0,0,0,1027906586453438465,1,9499,2427,2584,752,ankara,0,0,1,36,0,5,1,0,0,7,False
1155556719919009793,"tesettür deyince bizi 1400 yıl geriye mi götüreceksiniz diyorlar ibne gelince lut kavmine kadar geriye gidiyorlar",False,False,2040,9780,0,0,0,715143527412416512,3,32828,489,2130,10484,türkiye,0,4,3,102,0,16,3,0,1,6,True
1155561915457966081,"ne kadar iyi olsakta birilerinin hikayesindeki kötüyüz",False,False,3,61,0,0,0,1076256045373313025,0,9394,633,778,21,adana,0,3,1,48,0,7,1,0,0,6,False
1155562562399940613,"bir öpücük için kilometrelerce koşabilirim sana sarılırsan bahçem çiçekler açar zaten",False,False,3,332,0,2,0,1147507676865318913,0,4895,167,3045,149,tekirdağ,1,2,2,75,0,11,2,0,0,6,False
1155563560262651911,"hayatımın en zor dönemlerinde o kadar beklenmedik insanlardan destek gördüm ki zülfü livaneli nin kardeşin duymaz şarkısında ne anlattığını çok iyi bilirim aç yüreğini bir merhaba ya kardeşin duymaz eloğlu duyar",False,False,69,1258,0,0,0,106093163,9,37368,528,53804,63780,fethiye,0,4,0,181,0,31,0,0,0,5,False
1155564103999676418,"sayın genel müdürüm emniyet teşkilatında ilk kademe amir ihtiyacının karşılanmasında baspolisler ve kd baspolisler arasında gecici madde 29 ile yaş egitim ayrımı yapılması biz baspolisleri üzmekte ve eşitler arasinda mağduriyet oluşturmaktadır arzederim",False,False,50,53,1,4,1,3074326385,4,25742,1745,657,17121,eskişehir,0,6,12,222,0,32,12,0,0,6,False
1155565560148713472,"sayın başkanım emniyet teşkilatında ilk kademe amir ihtiyacının karşılanmasında baspolisler ve kd baspolisler arasında gecici madde 29 ile yaş egitim ayrımı yapılması biz teşkilat mensuplarını derinden üzmekte ve eşitler arasinda mağduriyet oluşturmaktadır",False,False,43,46,1,4,1,3074326385,4,25742,1745,657,17121,eskişehir,0,5,9,225,0,32,9,0,0,7,False
1155585010902142976,"çünkü ölüm var",False,False,748,5251,0,4,0,851344718936113152,2,3888,6,132645,2140,hatay,0,1,1,12,0,3,1,0,0,4,False
1155590703352877060,"engüzelşehirler kadrajımdan kocaeli körfez vapur turu izmit deniz ve sahil manzaraları harunarabacı körfez kartepe",False,False,7,21,5,0,3,1133778455928233985,0,2109,3738,3492,33,turkey,0,8,3,101,0,14,1,0,0,7,False
1155693039525990400,"rasûlullah ﷺ şöyle buyurdu allah yanılarak unutarak ve zor kullanılarak yaptıklarından dolayı ümmetimi sorumlu tutmaz ibn mâce talâk 16",False,False,27,174,0,0,0,1671328860,6,212,56641,85092,12390,türkiye,0,10,5,117,0,19,5,0,0,6,False
1155699185188048896,"anlayana sivrisinek hoyrat",False,False,3,6,0,1,0,1634529625,6,769,16,28839,4974,gaziantep,0,4,1,24,0,3,1,0,0,8,False
1155734182707879936,"gunaydın",False,False,207,2398,0,1,0,722125753421316096,3,3426,49,97023,1336,eskişehir,0,0,1,8,0,1,1,0,0,8,False
1155765270058811394,"selfcare ve priv hesapları kadar gereksizsin bilmem anlatabildim mi",False,False,2,13,0,0,0,1037258172233379840,1,5414,121,257,460,ordu,0,1,1,59,0,9,1,0,0,6,True
1155781853888036870,"sana değer öğretmenim programı kapsamında gerzek lisansüstü eğitim programları için arel üniversitesi rektörü sn prof dr ali argun karacabey ve akademik heyeti genel müdürlüğümüzü ziyaret etti",False,False,24,50,0,2,0,581206940,7,1155,26,4059,2024,türkiye,0,6,14,181,0,26,14,0,1,6,False
1155787643835363330,"tbmm 10 başkanı türk siyasetinin önemli değerlerinden devlet adamı ferruh bozbeyli ye allah tan rahmet ailesine başsağlığı diliyorum",False,False,19,164,0,2,0,265967403,8,830,381,144722,11050,ankara,0,7,9,115,0,18,6,1,0,6,False
1155790784492445697,"eskisehirescort gerzek eskort servisi",False,False,3,28,1,1,0,1146601089900433408,0,91,36,95,97,gaziantep,0,1,0,34,0,4,0,0,2,8,True
1155801222869393408,"ülkemizde milli ağaç bayramı ilan edilsin senede 1 gün tüm türkiye sadece fidan dikelim sen de destek ver bu hayali gerçeğe dönüştürelim",False,False,1,0,0,0,0,1019499507359387648,1,1099,99,56,586,gaziantep,0,3,7,115,0,22,7,0,0,5,False
1155802132773298176,"bring the soul filminin türkiye ye gelecek olması üzerine bir çekiliş yapmaya karar verdik 5 kişiye bring the soul filminin biletini hediye edeceğiz katılmak için yapmanız gerekenler bu tweeti beğenip retweetlemek bizi takip etmek son gün 6 ağustos iyi şanslar",False,False,1248,1824,0,1,0,1373932604,6,3636,111,103162,46778,turkey,1,10,13,221,0,40,13,0,0,5,False
1155817675802779649,"iki aslan yavrusuna annelik ettikten sonra yanlarından ayrılmak zorunda kalan bir kadın 7 yıl sonra buluşuyorlar inanılmaz",False,False,11868,86375,0,1,0,484592086,7,62689,72370,89350,662,türkiye,0,3,1,106,0,17,1,0,0,6,False
1155817944401813507,"kalabalıklarda olmanın ne anlamı var kendi içinde yalnızsa insan ertuğrul bayam",False,False,28,140,0,1,0,2860572971,5,381065,16150,18531,14302,türkiyeadana,0,4,4,69,0,11,4,0,0,6,False
1155818772055371777,"gönüllüler var nerede bir hak ve adalet arayan varsa oraya koşan gönülsüzler var ayak sürüyen karşıtlar var asla kabul etmeyen doğrusu bu şehitler ocağı ve gaziler yurdu güvenlikkorucuları nın sesine kulak vermektir",False,False,28,79,1,4,0,331072050,8,139,409,4091,14116,ankara,0,6,7,184,0,32,6,0,0,5,False
1155822684216942594,"il başkanımız sn başkanlığında düzenlenen 3 kademe ilçe başkanları toplantısına katıldık",False,False,15,31,0,2,5,966049177116598273,1,33,27,1126,4049,adana,0,2,6,78,0,11,6,0,0,7,False
1155833839434063873,"yoksa da olacaktır her haneyi vuracaktır her şey çok güzel olmayacaktır zira topluca işlenen suçların bedeli vardır hiç kimse aç bırakıp doyacağını öldürüp ölmeyeceğini düşünmemelidir",False,False,1,7,0,0,0,952037633508691968,1,77409,395,707,5474,denizli,0,6,0,159,0,25,0,0,0,6,False
1155838413456773120,"sevgili üniversite adayları tercih dönemi bugün sona eriyor hepinizin hayal ettiği üniversitede mutlu olacağınız programa yerleşmenizi dileriz üniversiteli olmadan önce hepinize iyi tatiller odtülüolursan",False,False,13,126,1,4,0,77189080,10,4,4,144123,5625,ankara,0,6,9,181,0,24,6,0,0,7,False
1155841994830356480,"asla geçmişte yaşama ama daima geçmişten ders al",False,False,21,347,0,0,0,1091680190751748098,0,212373,10316,9759,2430,kocaeli,0,7,2,41,0,8,2,0,0,5,False
1155852680054681600,"buek başkanı sn enver yücel in geleceğin eğitimini tasarlamak başlıklı yazısı birleşmiş milletler özel dergisi nde yer alıyor",False,False,140,221,0,2,0,229006061,8,1439,373,135589,10463,turkey,1,7,15,108,0,18,12,1,0,6,False
1155878297416417280,"içinde yoktum alihüroğlu ve sevdaeğilmez keremcem ve özgükaya aşkoyunu alsev",False,False,23,10,0,0,1,570982849,7,107322,439,223,112186,turkey,0,0,12,67,0,10,7,0,0,6,False
1155878371131383808,"sevdanı bulmak yıllar sürdü alihüroğlu ve sevdaeğilmez keremcem ve özgükaya aşkoyunu alsev",False,False,23,9,0,0,1,570982849,7,107322,439,223,112186,turkey,0,0,12,79,0,12,7,0,0,6,False
1155881181415727104,"metroda çapraz koltuğumda oturan gençler instagramda paylaştığım fotoğrafların güzelliğinden bahsediyorlardı o profilin sahibi benim diyemedim utançtan kulaklarım dahil yüzüm kıpkırmızı oldu ve ben ilgi çekmeden oturduğum yeri değiştirdim",False,False,3,30,0,0,0,230478495,8,41,46,144,200,ankara,0,4,3,211,0,28,3,1,0,7,False
1155888067976339456,"ceceli muzik kanalına abone olun arkadaşlar",False,False,3,10,0,1,1,2186638945,6,29,5,2759,12376,istanbul,1,1,6,38,0,6,6,0,0,6,False
1155899586755682310,"koçuboykot hadi dostlar boykota destek",False,False,4,13,1,1,0,3342596602,4,18805,523,497,961,türkiye,0,4,1,34,0,5,1,0,0,6,False
1155917786188787719,"twitter ailem seviliyorsunuz hepinize iyi geceler",False,False,84,572,0,0,0,933360850697678850,2,251197,33236,34075,2610,türkiye,2,1,2,44,0,6,2,0,0,7,False
1155931283685404672,"pubg yok insta yok kumar yok alkol yok gece hayatı yok flört yok halısaha yok kıskançlık kısıtlama karışma yok ideal erkek miyim yoksa gerizeka mıyım bilmiyorum",False,False,36,2466,0,0,0,1128416064487010307,0,27140,14153,15724,6276,gebze,0,6,9,137,0,26,9,0,1,5,False
1155931288886317057,"aşık oldum videoya çıkamıyorum",False,False,4354,35792,0,1,0,889500582406443009,2,158389,30554,43501,1832,kayseri,0,0,0,27,0,4,0,0,0,6,False
1155950755561369600,"bir kere ol birdaha istesende olamıyorsun zaten",False,False,1,12,0,0,1,1150123463513923585,0,316,789,1218,27,eskişehir,0,2,0,41,0,7,0,0,0,5,False
1155955621885165568,"beğenen herkese iyi geceler mesajı",False,False,9,450,0,0,0,442888111,7,38621,4767,4847,476,ordu,0,1,1,30,0,5,1,0,0,6,False
1155968356098330624,"aklına gelen başına gelir de insanın gönlünden geçen önünden geçmez",False,False,2,14,0,0,0,4380688347,4,8613,274,269,1522,amasya,0,3,1,58,0,10,1,0,0,5,False
1155977474439696390,"cipsbira yapmayı özledim gece gece",False,False,1,26,0,0,0,763350560678502400,3,312521,275,2645,3281,antalya,0,0,1,30,1,5,1,0,0,6,False
1156025298799882246,"kimseye muhtaç değilim kimseye çıkar için yaklaşan biri değilim eğer birinin yanındaysam seviyorumdur başka bir sebep yaratmayın",False,False,4,44,0,0,0,1008429590866481152,1,3872,1613,1143,443,adana,0,0,0,112,0,17,0,0,0,6,False
1156049773302079489,"günaydıın",False,False,1,5,0,0,0,1072759798750420993,1,148,99,1460,114,antalya,0,0,1,11,0,1,1,0,0,11,False
1156075854876880896,"okul harçlığını çıkarmak için simit satan 8 yaşındaki çocuğa doğum günü sürprizi yapan koca yürekli cafe çalışanları çocuğun mutluluğu yürek ısıtıyor",False,False,2147,14066,0,1,0,1285980817,6,191859,795025,1417816,5717,türkiye,0,5,2,129,0,21,2,0,0,6,False
1156131889339654144,"önce hayaller ölür sonra insan",False,False,1,13,0,0,0,1124421209536520193,0,5348,316,332,780,türkiye,0,4,1,26,0,5,1,0,0,5,False
1156163569706307586,"dişleri korumanın en etkili yolu düzenli fırçalamaktır çocuklarınıza küçük yaşta diş fırçalama alışkanlığı kazandırın sağlıklınesiller",False,False,106,102,1,1,0,2676436038,5,194,32,15511,3544,ankara,0,4,4,120,0,15,3,0,0,8,False
1156177071552512000,"biraz fazla mutlu olmuşumdur ve nazar değmiştir",False,False,11,338,0,1,0,1129025497986416640,0,8590,1268,1499,399,hatay,0,1,1,41,0,7,1,0,0,5,False
1156218933332123648,"birçok kez farklı kategorilerde downbeat ödülü ne değer görülen james carter organ trio projesiyle 29 akbank caz festivali kapsamında 21 ekim pazartesi akşamı istanbul da",False,False,29,658,0,1,0,45819962,10,1,1,421161,3280,türkiye,0,5,13,146,0,25,13,0,0,5,False
1156227356715098112,"hayat denizde geçen bir yolculuk gibi bazen dingil bazen fırtınalı ama nereye gittiği bilinmeyen",False,False,37,195,0,0,0,1277145822,6,244069,1676,243331,67186,türkiye,0,7,2,83,0,14,2,0,1,5,False
1156231933988343808,"biliyor musun kırık aynalara bakmayı çok seviyorum neden çünkü beni olduğum gibi gösteriyor paramparça",False,False,5,231,0,0,0,1097857569060782082,0,58862,5783,5905,7826,malatya,0,5,0,89,2,14,0,0,0,6,False
1156232334896717829,"gelin size şimdi tuva türkleriyle birlikte dünyaca tanınan gırtlak müziği nden bahsedeyim görmüş olduğunuz videoda ben ve personam jerim adlı bir altay türküsünü icra ediyoruz videonun tamamını yazımın sonunda paylaşırım",False,False,156,959,0,1,0,880930498931044352,2,665,241,1151,294,ankara,0,7,7,191,0,30,7,0,0,6,False
1156235627748364293,"neymiş efendim öyle birden sevemezmiş vade farksız 12 taksit yapıyoruz öyle sever misin",False,False,26,233,0,0,0,1126774592746414081,0,6413,871,855,140,adana,0,3,2,75,0,13,2,0,0,5,False
1156244121289445376,"evlat adamolmamlazım dertlinin derdine deva için adamolmamlazım sükûn haline ermek için adamolmamlazım hiç olduğumu görmek için adamolmamlazım",False,False,14,65,4,0,1,1126447849452048384,0,1351,615,318,467,türkiye,0,8,16,126,0,17,8,0,0,7,False
1156249851035881473,"denize bıraksam kendimi kumlara uzatsam gölgeni havada umut ruhum firar güneşte kurutsam kalbimi",False,False,19,32,0,1,0,425725805,8,10368,504,729,6000,turkey,0,2,4,84,0,13,4,0,0,6,False
1156254176458027009,"flx airdrop 2nd round is on 60 easy social media tasks register via any referral link to be eligible fast rewards distribution flx airdrop 2 round açıldı basit sosyal medya görevleri ile binlerce flx kazan",False,False,3817,1198,0,2,0,1084428919909036032,0,12,3,4424,25,istanbul,7,16,20,171,6,35,14,3,0,4,False
1156265167543513089,"birisine aşık olduğunda götler daha iyi görmüyor ama bi yerlere çarpmaktan daha az korkuyorsun",False,False,211,1127,0,0,0,952530645410033664,1,214735,10065,19377,1804,konya,0,7,4,83,3,14,4,0,1,5,False
1156267572494524416,"30 07 19 ftisland instagram güncellemesi pri konseri hongki uzun bir aradan sonra geri döndü primadonna ların her an her yerde özgürce izleyebilmeleri için ftisland ın pri konseri güncel çevirisinin tamamı yanıttadır ftisland hongki",False,False,3,11,3,1,0,355238635,8,2731,75,2096,30487,turkey,2,21,44,199,1,34,14,4,0,5,False
1156274405795930113,"sonuçları gördükten sonra muhtemel ben osymsonuclarıacıkla",False,False,68,813,1,1,0,3032952802,4,6156,107,95,1340,eskişehir,0,2,1,53,0,6,1,0,0,8,False
1156277887819046912,"bizler layıkıyla ana baba olamadık çocuklarımıza internetin dizilerin filmlerin reklamların ebeveyn olmasına izin verdik hatta biz büyüklerin bile mürşidi bu mecralar oldu şimdi yapamadığımız şey için çocuklarımızı suçluyoruz adamolmamlazım",False,False,602,3255,1,0,0,355357543,8,52993,1624,195586,11256,türkiye,0,8,7,212,0,29,5,0,0,7,False
1156286404223275008,"bir taraf abd bir taraf meksika abd nin meksika sınırına ördüğü duvara karşı california üniversitesi mimarlık bölümü profesörü ronald rael in abd meksika sınırına kurduğu üç tahterevalli ile çocuklar farklı ülkeler de olmalarına rağmen birbiriyle bağ kurup oynayabiliyor",False,False,20,113,0,1,0,305663267,8,9567,1242,29386,7254,türkiye,0,10,18,233,0,38,12,3,0,6,False
1156295143118561281,"şehrin sokak lambaları yanan sigara uçları",False,False,1,28,0,0,0,1042830489881636865,1,48,2151,1459,1098,seyhan,0,1,0,37,0,6,0,0,0,6,False
1156296374545199104,"sayın vekilm emniyet teşkilatında arafta kalan ve rütbesi kadük olan baspolislerin haklarının verilmesini ve mağduriyetlerinin giderilmesi için gerekli geçici madde 29 da kanun düzenlemesinin yaparak meclis genel kurulu na sunmalarınızi beklemekteyiz baspolislerkomiserolsun",False,False,40,45,1,1,2,3074326385,4,25742,1745,657,17121,eskişehir,0,2,13,243,0,32,10,0,0,7,False
1156298936182890496,"mgk bildirisi doğu akdeniz deki hak ve menfaatlerimizin korunmasına yönelik kararlı ve ilkeli tutumumuz sürdürülecektir",False,False,1070,4118,0,1,0,272613386,8,0,9,6703994,10333,ankara,0,4,6,105,0,15,4,1,0,7,False
1156302425407610881,"her kese iyi geceler",False,False,10,101,0,1,0,989256464031240197,1,411,5401,15453,585,samsun,0,0,0,17,0,4,0,0,0,4,False
1156304014050508801,"ve dövüşebilirim doğru bulduğum haklı bulduğum güzel bulduğum her şey için herkes için yaşım başım buna engel değil nazım hikmet",False,False,8,100,0,0,0,1071427415929425922,1,8453,1901,2646,1678,,0,5,2,109,0,20,2,0,0,5,False
1156309034573729797,"allah göstermesin dediğim ne varsa başıma geldi",False,False,7,97,0,0,0,1079667966793449472,0,439,5292,5247,279,samsun,0,1,1,41,0,7,1,0,0,5,False
1156345217878024192,"herkes ölüyor ama herkes yaşamıyor",False,False,130,2036,0,0,0,511866361,7,18916,103,223151,6703,mersin,1,3,2,30,1,5,2,0,0,6,False
1156436532103974915,"intikam almayı sevmem ama ödeşmek adettendir",False,False,5710,39163,0,1,0,2303257388,5,34023,797780,861550,5099,türkiye,0,4,1,39,0,6,1,0,0,6,False
1156442602792718336,"önyargılı davranmak istemem ama orospu çocukluğu yapacak bi tip var sende",False,False,20,433,0,0,0,966615643679285248,1,127877,348,43178,33740,antalya,0,0,0,63,0,11,0,0,1,5,True
1156474694654148608,"hayat çok kıskanç arkadaşlar hele gönlünü verdim mi birine duvardan duvara vurur valla canına okur insanın",False,False,3,28,0,0,0,924400789602304001,2,4796,208,257,1683,ünye,0,2,1,91,0,16,1,0,0,5,False
1156502942826061825,"ailesiyle tanismam icin aksam yemegine davet eden sevgilimin kardesiyle 13 ufak bi diyalog",False,False,1576,29017,0,2,0,767915298594881536,3,5794,230,815,1582,kocaeli,0,2,0,78,0,13,0,0,0,6,False
1156519892406951936,"4 ana tema üzerinde sergilenen 110 ülkeden 703 satranç takımını görebilir müzenin askıda bilet kumbarasına istediğiniz miktarda müze bileti alıp bırakabilir olanakları sınırlı okulların müze gezisine katkı sağlayabilirsiniz",False,False,2,5,0,1,1,582787399,7,195,201,2803,1817,ankara,0,5,0,196,0,28,0,0,0,7,False
1156528399134973952,"sayın bakan yardımcım yıllardır mağduriyet yaşayan binlerce başpolisin terfi sorunu meclis açılınca sayın bakanımızın ve sizin desteğiniz sayesinde yapılacak yeni bir yasal düzenlemeyle inşallah bitecek teşkilatın liyakat ve tecrübe sahibi amir açığı da kapanacaktır",False,False,49,55,0,2,1,1053893248006131712,1,12832,102,75,13345,türkiye,0,3,6,233,0,34,6,0,0,6,False
1156536605223600128,"bu şekilde bin şınav çekebilirim",False,False,126,2696,0,1,0,3132800528,4,90944,31659,33904,481,samsun,0,0,1,28,0,5,1,0,0,5,False
1156548495882575872,"cumhurbaşkanı amerikalı ve kanadalı öğrencileri kabul etti",False,False,628,3288,0,1,1,272613386,8,0,9,6703994,10333,ankara,0,0,3,52,0,7,3,0,0,7,False
1156550477766696960,"nazlı öğretmen diyarbakır sokaklarını renklendirdi",False,False,16,160,0,1,0,3501713176,4,0,7,28558,3034,türkiye,0,0,2,46,0,5,2,0,0,9,False
1156573640588169217,"mardin de bir çay içmek",False,False,501,8189,0,2,0,733374881002295297,3,4,0,120126,2347,türkiye,1,1,1,19,1,5,1,0,0,3,False
1156583505935118338,"hiç rahat vermiyorum",False,False,3,215,0,1,0,1104804120731504647,0,90879,15012,16003,3147,bursa,1,0,1,18,0,3,1,0,0,6,False
1156599394101321728,"introyu atlama özelliğinin acilen gerzek hayata gelmesi lazım",False,False,1934,20297,0,0,0,4736304015,3,8275,76,613635,6033,türkiye,1,0,1,54,0,8,1,0,1,6,False
1156601135492403200,"1416ylsy mağdurlarının sorunları 2011 ve 2014 dekine benzer bir yasa ile kısa sürede çözülebilir buyuklerimizden yardım istiyoruz",False,False,10,7,1,1,10,233126605,8,26683,1139,212,16969,antalya,0,3,2,113,0,17,2,0,0,6,False
1156622678339530752,"çok net söylüyorum hayatı boyunca bir kez başak burcu biri ile sevgili olmuş insanlar bir daha gönül işleriyle uzaktan yakından uğraşmazlar",False,False,216,3159,0,0,0,700817620023566336,3,42692,431,33707,10868,ankara,0,0,0,119,0,21,0,0,0,5,False
1156641545715666944,"artık bazı şeyleri görmezden gelmekten hayatımı başkaları mutlu olsun diye yaşamaktan hep alttan alan taraf ben olmaktan kimseyi kırmamak için uğraşmaktan inanılmaz yoruldum",False,False,5,47,0,0,0,1949400404,6,24217,291,5009,3242,samsun,0,3,0,151,0,23,0,0,0,6,False
1156648576732282880,"artık ne olacaksa olsun halledemedim çünkü",False,False,205,2031,0,0,0,2311847134,5,83101,18,254114,7717,yalova,0,2,1,37,0,6,1,0,0,6,False
1156652697178779649,"400 diş hekimi mezun boşta ve atama bekliyor bu 400 diş hekimini nasıl ve ne zaman atamalarını yapıp bitirecek en son temmuz 2019 da 400 başvurunun içinden kura ile sadece 336 kişi alarak mı ne olur bir çözüm",False,False,1,1,0,0,5,770335099774758912,3,2306,791,246,1053,antalya,0,5,3,174,0,38,3,0,0,4,False
1156672028554027008,"27 yaşında emekli olamıyor muyuz ya ben çok yoruldum",False,False,873,16159,0,0,0,854815742,7,5719,191,70335,1026,türkiye,0,0,0,44,0,9,0,0,0,4,False
1156678374439489536,"iyilik güzel ahlaktır kötülük ise vicdanını rahatsız eden ve başkalarının bilmesini istemediğin şeydir müslim birr 14 darimî rikak 73",False,False,6,5,0,0,0,992833520849604608,1,6475,3592,3468,4187,türkiye,0,16,6,115,0,19,6,0,0,6,False
1156683955409772546,"buluşuruz elbet birgün cennetin sahilinde",False,False,30,265,0,0,0,1126774592746414081,0,6413,871,855,140,adana,0,2,2,37,0,5,2,0,0,7,False
1156685750462816256,"sevecek hakiki bir insan bulanlara şaşmak lazım çünkü onun bir hayalini bile bulmak o kadar güç o kadar güç ki",False,False,56,897,0,2,0,3450110608,4,3956,123,16451,1115,samsuntürkiye,0,4,2,91,0,20,2,0,0,4,False
1156691747457683456,"size iyi geceler değilde iyi insanlar diliyorum",False,False,1,16,0,0,0,2238796965,5,62224,6961,8144,6189,kayseri,0,0,1,41,0,7,1,0,0,5,False
1156803530365313024,"hayvanat bahçesinden farklı kişilerce sahiplenilen 2 kardeşin aylar sonra buluşma anı",False,False,1835,14000,0,1,0,1285980817,6,191859,795025,1417816,5717,türkiye,0,3,1,75,0,11,1,0,0,6,False
1156824234783645696,"ağustos hoşgeldin evimizden huzur gönlümüzden mutluluklar yüzümüzden gülücükler eksik olmasın",False,False,89,274,1,1,0,834530549763026945,2,16195,856,874,123,türkiye,0,3,2,84,0,10,2,0,0,8,False
1156830000076771328,"gerzek güzel bir güne uyandığımda günaydın diye tweet atıcam",False,False,22,258,0,0,0,956307686936731649,1,6394,3248,3589,2830,etimesgut,0,0,0,55,0,9,0,0,1,6,False
1156834242774609920,"şehvetiye tarikatı adlı son kitabım 9 ağustos ta çıkıyor bu kitabımda 2005 yılından bu yana faaliyet gösteren dört sahte şeyh ve tarikatın bir cinci hoca ve bir sözde evliyanın dolandırıcılık ve cinsel istismar hikayesini anlatıyorum",False,False,1056,5959,0,1,0,284694804,8,7721,1516,1422756,90065,türkiye,0,9,4,199,0,35,4,0,0,5,False
1156859185159639040,"biri için en çok fedakarlığı sen yapıyorsan ilk vazgeçilen de sen olursun",False,False,15,217,0,0,0,3433386772,4,1176,72,1090,342,istanbul,0,1,1,62,0,12,1,0,0,5,False
1156866904398712832,"dervişe sordular nasıl olmalıyız derviş dediki mütevazı ol saygınlaşırsın çalışkan ol nasiplenirsin nazik ol hatılanırsın çömert ol rızıklanırsın meraklı ol öğrenirsin güvenilir ol değerlenirsin affedici ol hafiflersin kendin ol mutlu olursun",False,False,232,332,0,1,2,1018097053971439616,1,6747,7045,7576,2049,adana,0,8,15,212,0,31,15,0,0,6,False
1156881306497798144,"nasıl avutsun babası kaçırılmış çocuğu yok mudur bir yolu ki cinlere sor bakalım oğlunla ve şivekâr ınla yeni bir hayat kurasın",False,False,11,20,0,0,1,1094858148207316992,0,1603,506,360,2341,turkey,0,13,6,107,0,21,6,0,0,5,False
1156887987994669057,"leb demeden leblebiyi anlamanı geçtim çoruma götürsem nafile",False,False,1,58,0,0,0,1060470913320280069,1,83027,8666,9011,5777,ankara,1,1,2,53,1,8,2,0,0,6,False
1156900091770343425,"israil ve abd birlikteliği pollard olayı ndan bu yana en büyük krizi yaşıyor jeffrey epstein ve george nader abd de küçük yaşta kız çocuklarını fuhuş amaçlı kaçırmakla suçlanan iki ismin israil ajanı olduğu iddia edildi",False,False,17,32,0,2,0,847345261626118144,2,44,14,22106,14524,türkiye,0,8,14,185,0,35,10,2,0,5,False
1156909344149188613,"perde güçlü kadinlar için açiliyor haberin detayı sandiklibelediyesi",False,False,2,11,1,1,1,261702971,8,842,144,12463,2796,sandıklı,0,2,32,61,0,8,7,5,0,7,False
1156927777788112896,"dişçi koltuğundan antikalara giysilerden kitaplara her çeşit eşyanın bulunduğu beyazıt meydanı ndaki seyyar bit pazarının 1973 yılına ait görüntülerini paylaşıyoruz beyazıtbitpazarı istanbul",False,False,23,160,2,1,0,4171765487,4,0,15,107970,1913,ankara,0,7,7,169,0,22,5,0,0,7,False
1156927908243488768,"kanayak 2 baskıyı yaptı okuyan ve sesime ses olan herkese teşekkür ederim",False,False,15,340,0,1,0,1258329949,6,29449,998,3779,7555,büyükada,1,2,3,62,0,12,3,0,0,5,False
1156936414413635584,"hocam hareket eden trenin üstünde zıplarsak geri düşer miyiz diye soran öğrencilere gelsin",False,False,49,186,0,1,0,2722815344,5,11253,28,3965,2516,ankara,1,3,1,78,0,13,1,0,0,6,False
1156936775090233344,"konut kredilerinin 0 99 a düşmesiyle yüksek faizle çektiğimiz kredileri yapılandırmak istiyoruz yapılandırmaistiyoruz",False,False,20,16,1,0,3,391978038,8,310,359,84,4818,ankara,0,4,1,105,0,13,1,0,0,8,False
1156936982490206208,"berin hanım bende bir bayanım ve 2 eşim benim hiç mi kadınlık hakkım tok elimin 3 aylık eski evliliğine çocuk dahi yok her ay kendi çoçuklarımın rızkından kesip veriyoruz nerde adalet nafakayaadildüzenleme istiyoruz",False,False,4,6,1,0,3,1096401971479748608,0,3397,79,61,299,türkiye,0,2,5,183,0,33,3,0,0,5,False
1156954612932521991,"5 yıldızlı hotellere değil dağ evlerine bayılıyorum ben",False,False,3,29,0,0,0,3359391287,4,912,9798,14317,1008,bursa,0,1,0,48,0,8,0,0,0,6,False
1156962194929717248,"isteyen istediği zaman gidebilir ama istediği zaman geri dönemez",False,False,3,56,0,0,0,1133659873672085504,0,4832,910,976,121,bursa,0,1,1,56,0,9,1,0,0,6,False
1156963046918676481,"her kadın dünyadaki tek kadın oymuş gibi hissettiren bir erkekle yaşlanmak ister",False,False,83,1868,0,0,0,561233755,7,59209,10077,14316,28271,gebze,0,4,1,69,0,12,1,0,0,5,False
1156963158701068288,"gündüzün aydınlığı gecenize bulaşsın herkese iyi akşamlar",False,False,175,382,0,1,0,1140563231930486784,0,7464,271,322,35,büyükçekmece,0,0,3,51,0,7,3,0,0,7,False
1156963880138133504,"çağrım birliğe beraberliğe barışmaya ve heyecanla tokalaşmayadır",False,False,3502,19045,0,0,0,214017108,9,0,0,4930135,5438,türkiye,0,3,1,58,0,7,1,0,0,8,False
1156975623484641280,"bir insanı güzel sevmek onda bırakabileceğiniz en büyük hasar bana göre çünkü bir daha asla öyle sevilemeyeceğini bilmek öldürür",False,False,253,1884,0,0,0,733373135102316546,3,1262,2,285529,3770,hatay,0,3,0,110,0,19,0,0,0,5,False
1156985632486547456,"bütün kırgınlıkları kendi içinde halletmeye mecbur olmak dünyayı sırtında taşımaktan başka nedir",False,False,1,151,0,0,0,1141723221647138816,0,27567,863,1774,85,ankara,0,2,0,85,0,12,0,0,0,7,False
